TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > Power factor (Q1);IOITSecure447 > Power factor (Q2);IOITSecure447 > Power factor (Q3);IOITSecure447 > Avg power factor;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power;IOITSecure447 > R-Ph Voltage THD;IOITSecure447 > Y-Ph Voltage THD;IOITSecure447 > B-Ph Voltage THD;IOITSecure447 > R-Ph Current THD;IOITSecure447 > Y-Ph Current THD;IOITSecure447 > B-Ph Current THD
23/12/2023 13:18:00;233.77;237.81;236.57;236.02;408.41;410.82;407.95;30.54;15.47;21.64;12.81;29.44;15.51;21.33;7.23;-0.19;3.81;0.97;-1.00;0.98;0.99;6.88;3.67;4.98;15.57;1.71;-0.01;0.90;2.63;7.38;3.93;5.81;17.97;3.50;4.30;3.54;60.48;72.93;61.10
23/12/2023 13:18:10;233.77;237.81;236.57;236.02;408.41;410.82;407.95;30.54;15.47;21.64;12.81;29.44;15.51;21.33;7.23;-0.19;3.81;0.97;-1.00;0.98;0.99;6.88;3.67;4.98;15.57;1.71;-0.01;0.90;2.63;7.38;3.93;5.81;17.97;3.50;4.33;3.62;60.59;69.71;60.90
23/12/2023 13:18:20;234.08;237.96;236.63;236.13;408.40;410.66;408.02;30.39;15.38;21.67;12.98;29.44;15.42;21.41;7.23;-0.06;3.82;0.97;-1.00;0.98;0.99;6.82;3.67;5.00;15.52;1.69;-0.03;0.91;2.57;7.06;3.66;5.09;15.73;3.56;4.49;3.72;59.43;78.46;65.40
23/12/2023 13:18:30;233.95;237.81;236.61;236.13;408.40;410.66;408.02;30.39;15.38;21.67;12.98;29.44;15.42;21.41;7.23;-0.06;3.82;0.97;-1.00;0.98;0.99;6.82;3.67;5.00;15.52;1.69;-0.03;0.91;2.57;7.06;3.66;5.09;15.73;3.56;4.49;3.72;59.43;78.46;65.40
23/12/2023 13:18:40;233.95;237.81;236.61;236.12;408.40;410.81;407.92;30.09;15.28;21.49;12.84;29.27;15.34;21.20;7.22;-0.12;3.79;0.97;-1.00;0.98;0.99;6.77;3.63;5.03;15.38;1.68;-0.03;0.89;2.54;6.99;3.62;5.18;15.77;3.58;4.51;3.73;59.59;79.28;64.06
23/12/2023 13:18:50;233.84;237.89;236.20;235.85;407.95;410.35;407.39;29.93;15.28;21.49;12.84;29.27;15.34;21.20;7.22;-0.12;3.79;0.97;-1.00;0.98;0.99;6.77;3.63;5.03;15.38;1.68;-0.03;0.89;2.54;6.99;3.62;5.18;15.77;3.58;4.51;3.73;59.59;79.28;64.06
23/12/2023 13:19:00;233.84;237.89;236.20;235.85;407.95;410.35;407.39;29.93;15.32;21.72;12.86;29.06;15.32;21.54;7.16;-0.15;3.76;0.97;-1.00;0.99;0.99;6.74;3.58;5.05;15.37;1.67;-0.03;0.87;2.52;6.99;3.63;5.17;15.73;3.59;4.55;3.74;59.49;78.64;63.71
23/12/2023 13:19:10;233.72;237.85;236.47;236.00;408.12;410.68;407.51;30.18;15.34;21.85;13.12;29.28;15.33;21.54;7.16;-0.15;3.76;0.97;-1.00;0.99;0.99;6.74;3.58;5.05;15.37;1.67;-0.03;0.87;2.52;6.99;3.63;5.17;15.73;3.59;4.55;3.74;59.49;78.64;63.71
23/12/2023 13:19:20;233.72;237.85;236.47;236.00;408.12;410.68;407.51;30.18;15.34;21.85;13.12;29.28;15.33;21.48;7.36;-0.10;3.75;0.97;-1.00;0.98;0.99;6.78;3.61;5.04;15.44;1.73;-0.04;0.89;2.56;7.05;3.65;5.17;15.81;3.59;4.56;3.77;57.25;78.53;64.50
23/12/2023 13:19:30;233.77;237.77;236.37;235.95;407.91;410.42;407.34;30.00;15.27;21.78;13.02;29.16;15.29;21.53;7.10;-0.11;3.76;0.97;-1.00;0.98;0.99;6.78;3.61;5.04;15.44;1.73;-0.04;0.89;2.56;7.05;3.65;5.17;15.81;3.59;4.56;3.77;57.25;78.53;64.50
23/12/2023 13:19:40;233.77;237.77;236.37;235.95;407.91;410.42;407.34;30.00;15.27;21.78;13.02;29.16;15.29;21.53;7.10;-0.11;3.76;0.97;-1.00;0.99;0.99;6.73;3.58;5.03;15.38;1.68;-0.03;0.89;2.57;7.02;3.64;5.12;15.68;3.59;4.51;3.77;57.57;78.31;64.89
23/12/2023 13:19:50;233.87;237.82;236.39;236.02;408.20;410.65;407.67;29.98;15.31;21.87;13.06;29.17;15.34;21.56;7.26;-0.15;3.79;0.97;-1.00;0.99;0.99;6.73;3.58;5.03;15.38;1.68;-0.03;0.89;2.57;7.02;3.64;5.12;15.68;3.59;4.51;3.77;57.57;78.31;64.89
23/12/2023 13:20:00;233.87;237.82;236.39;236.02;408.20;410.65;407.67;29.98;15.31;21.87;13.06;29.17;15.34;21.56;7.26;-0.15;3.79;0.97;-1.00;0.99;0.99;6.74;3.59;5.02;15.36;1.67;-0.03;0.89;2.54;7.01;3.64;5.15;15.73;3.60;4.54;3.75;57.48;78.68;64.46
23/12/2023 13:20:10;233.99;237.85;236.44;236.09;408.21;410.49;407.62;29.93;15.34;21.67;12.81;29.03;15.45;21.25;7.29;-0.13;3.80;0.97;-1.00;0.98;0.99;6.76;3.61;4.92;15.28;1.70;-0.04;0.89;2.54;7.01;3.64;5.15;15.73;3.60;4.54;3.75;57.48;78.68;64.46
23/12/2023 13:20:20;233.99;237.85;236.44;236.09;408.21;410.49;407.62;29.93;15.34;21.67;12.81;29.03;15.45;21.25;7.29;-0.13;3.80;0.97;-1.00;0.98;0.99;6.76;3.61;4.92;15.28;1.70;-0.04;0.91;2.57;7.02;3.65;5.09;15.70;3.55;4.53;3.79;59.45;77.98;65.39
23/12/2023 13:20:30;233.61;238.02;236.64;235.98;408.16;410.57;407.74;30.88;15.48;21.55;13.36;31.00;15.79;21.70;6.93;-0.12;4.08;0.98;-1.00;0.98;0.99;7.52;4.31;5.61;17.72;1.64;-0.02;0.95;2.57;7.20;3.70;5.18;16.01;3.55;4.53;3.79;59.45;77.98;65.39
23/12/2023 13:20:40;233.61;238.02;236.64;235.98;408.16;410.57;407.74;30.88;15.48;21.55;13.36;31.00;15.79;21.70;6.93;-0.12;4.08;0.98;-1.00;0.98;0.99;7.52;4.31;5.61;17.72;1.64;-0.02;0.95;2.57;7.20;3.70;5.18;16.01;3.59;4.53;3.76;57.45;78.59;63.54
23/12/2023 13:20:50;233.49;237.68;236.19;235.78;408.16;410.38;407.20;32.21;15.40;21.84;13.52;30.92;15.42;21.44;6.94;-0.10;4.07;0.98;-1.00;0.98;0.99;7.08;3.64;5.04;15.59;1.62;-0.02;0.96;2.58;7.24;3.66;5.17;16.02;3.59;4.48;3.74;55.69;78.63;63.54
23/12/2023 13:21:00;234.03;238.08;236.19;235.78;408.16;410.38;407.20;32.21;15.40;21.84;13.52;30.92;15.42;21.44;6.94;-0.10;4.07;0.98;-1.00;0.98;0.99;7.08;3.64;5.04;15.59;1.62;-0.02;0.96;2.58;7.24;3.66;5.17;16.02;3.59;4.48;3.74;55.69;78.63;64.71
23/12/2023 13:21:10;234.03;238.08;236.61;236.18;408.57;410.87;407.60;33.00;15.48;21.36;14.56;30.58;15.48;21.19;8.75;-0.16;3.95;0.96;-1.00;0.98;0.98;7.12;3.65;4.96;15.74;2.05;-0.01;0.93;2.96;7.45;3.69;5.11;16.16;3.56;4.47;3.75;49.44;73.13;62.19
23/12/2023 13:21:20;232.88;237.27;235.30;235.15;407.19;409.20;406.06;43.63;15.48;21.36;14.56;30.58;15.48;21.19;8.75;-0.16;3.95;0.96;-1.00;0.98;0.98;7.12;3.65;4.96;15.74;2.05;-0.01;0.93;2.96;7.45;3.69;5.11;16.16;3.56;4.47;3.75;49.44;73.13;62.19
23/12/2023 13:21:30;232.88;237.27;235.30;235.15;407.19;409.20;406.06;43.63;27.39;32.36;14.69;42.34;27.57;32.01;11.29;1.18;5.59;0.97;1.00;0.99;0.98;9.92;6.57;7.48;23.71;2.58;0.30;1.30;4.13;10.13;6.39;7.65;24.24;3.51;4.34;3.67;57.79;65.01;60.98
23/12/2023 13:21:40;233.13;237.75;236.17;235.75;407.81;410.45;407.18;31.87;15.39;21.60;14.66;30.69;27.57;32.01;11.29;1.18;5.59;0.97;1.00;0.99;0.98;9.92;6.57;7.48;23.71;2.58;0.30;1.30;4.13;10.13;6.39;7.65;24.24;3.51;4.34;3.67;57.79;65.01;60.98
23/12/2023 13:21:50;233.13;237.75;236.17;235.75;407.81;410.45;407.18;31.87;15.39;21.60;14.66;30.69;15.45;21.26;8.67;-0.07;3.88;0.96;-1.00;0.98;0.98;7.13;3.66;4.98;15.79;2.06;-0.02;0.93;2.90;7.40;3.65;5.04;15.98;3.54;4.52;3.79;55.46;78.48;65.36
23/12/2023 13:22:00;233.58;238.14;236.40;236.09;408.45;410.77;407.54;31.89;15.31;21.57;14.92;30.55;15.29;21.18;8.65;-0.12;3.80;0.96;-1.00;0.98;0.98;7.13;3.66;4.98;15.79;2.06;-0.02;0.93;2.90;7.40;3.65;5.04;15.98;3.54;4.52;3.79;55.46;78.48;65.36
23/12/2023 13:22:10;233.58;238.14;236.40;236.09;408.45;410.77;407.54;31.89;15.31;21.57;14.92;30.55;15.29;21.18;8.65;-0.12;3.80;0.96;-1.00;0.98;0.98;7.06;3.60;4.92;15.59;2.03;-0.03;0.91;2.93;7.40;3.64;5.06;15.96;3.55;4.50;3.75;57.46;78.43;65.46
23/12/2023 13:22:20;233.62;237.98;236.08;235.89;408.01;410.34;407.17;33.21;17.98;24.25;14.39;32.05;17.97;24.08;8.91;-0.33;3.72;0.96;-1.00;0.99;0.99;7.43;3.60;4.92;15.59;2.03;-0.03;0.91;2.93;7.40;3.64;5.06;15.96;3.55;4.50;3.75;57.46;78.43;65.46
23/12/2023 13:22:30;233.62;237.98;236.08;235.89;408.01;410.34;407.17;33.21;17.98;24.25;14.39;32.05;17.97;24.08;8.91;-0.33;3.72;0.96;-1.00;0.99;0.99;7.43;4.24;5.65;17.37;2.07;-0.07;0.87;2.86;7.76;4.28;5.78;17.76;3.62;4.52;3.75;54.06;66.95;55.47
23/12/2023 13:22:40;233.71;238.19;236.23;236.04;408.37;410.70;407.41;33.00;17.55;23.96;14.43;31.74;17.58;23.50;8.87;-0.20;3.73;0.96;-1.00;0.99;0.99;7.21;3.91;5.28;16.41;2.06;-0.07;0.87;2.86;7.76;4.28;5.78;17.76;3.62;4.52;3.75;54.06;66.95;55.47
23/12/2023 13:22:50;233.71;238.19;236.23;236.04;408.37;410.70;407.41;33.00;17.55;23.96;14.43;31.74;17.58;23.50;8.87;-0.20;3.73;0.96;-1.00;0.99;0.99;7.21;3.91;5.28;16.41;2.06;-0.02;0.90;2.93;7.53;3.95;5.40;16.82;3.55;4.52;3.74;56.50;72.69;60.49
23/12/2023 13:23:00;234.04;238.30;236.73;236.17;408.54;410.80;407.84;31.58;15.88;21.68;14.18;30.42;15.92;21.43;8.71;0.04;3.84;0.96;1.00;0.98;0.98;7.06;3.79;5.05;15.93;2.06;0.03;0.90;2.98;7.54;4.07;5.40;16.82;3.55;4.52;3.74;56.50;72.69;60.49
23/12/2023 13:23:10;234.04;238.30;236.73;236.17;408.54;410.80;407.84;31.58;15.88;21.68;14.18;30.42;15.92;21.43;8.71;0.04;3.84;0.96;1.00;0.98;0.98;7.06;3.79;5.05;15.93;2.06;0.03;0.90;2.98;7.54;4.07;5.41;16.94;3.57;4.44;3.75;54.85;75.55;64.91
23/12/2023 13:23:20;234.13;238.21;236.81;236.39;408.75;410.98;408.30;31.91;15.86;21.80;14.32;30.46;16.86;22.28;8.77;0.10;3.80;0.96;1.00;0.99;0.98;7.20;4.01;5.26;15.89;2.06;0.01;0.91;3.00;7.44;3.82;5.14;16.23;3.55;4.45;3.76;54.85;75.55;64.91
23/12/2023 13:23:30;234.13;238.21;236.81;236.39;408.75;410.98;408.30;31.91;15.86;21.80;14.32;30.46;16.86;22.28;8.77;0.10;3.80;0.96;1.00;0.99;0.98;7.20;4.01;5.26;15.89;2.06;0.01;0.91;3.00;7.44;3.82;5.14;16.23;3.55;4.45;3.76;55.58;75.20;64.35
23/12/2023 13:23:40;234.06;238.03;236.67;236.26;408.57;410.89;408.15;31.43;16.01;21.90;13.12;29.56;15.83;21.39;7.62;0.06;3.90;0.97;1.00;0.98;0.99;6.80;3.72;5.01;15.55;1.77;0.01;0.91;2.70;7.10;3.76;5.13;15.92;3.55;4.44;3.77;60.00;75.53;64.19
23/12/2023 13:23:50;234.09;237.63;236.17;235.96;408.38;410.89;408.15;31.43;16.01;21.90;13.12;29.56;15.83;21.39;7.62;0.06;3.90;0.97;1.00;0.98;0.99;6.80;3.72;5.01;15.55;1.77;0.01;0.91;2.70;7.10;3.76;5.13;15.92;3.55;4.44;3.77;60.00;75.53;64.19
23/12/2023 13:24:00;234.09;237.63;236.17;235.96;408.38;410.13;407.73;30.38;15.85;22.84;13.02;29.39;15.81;22.50;7.60;0.01;4.10;0.97;1.00;0.98;0.99;6.85;3.71;5.26;15.81;1.78;0.01;0.98;2.76;7.13;3.76;5.28;16.09;3.55;4.42;3.75;60.31;75.81;63.04
23/12/2023 13:24:10;233.67;237.76;236.25;235.92;408.03;410.33;407.49;32.93;15.75;22.19;13.02;29.39;15.81;22.50;7.60;0.01;4.10;0.97;1.00;0.98;0.99;6.85;3.71;5.26;15.81;1.78;0.01;0.98;2.76;7.13;3.76;5.28;16.09;3.55;4.42;3.75;60.31;75.81;63.04
23/12/2023 13:24:20;233.67;237.76;236.25;235.92;408.03;410.33;407.49;32.93;15.75;22.19;16.00;31.45;15.76;21.70;10.10;0.04;4.17;0.95;1.00;0.98;0.98;7.28;3.70;5.05;16.02;2.37;0.03;0.98;3.37;7.67;3.73;5.20;16.50;3.54;4.41;3.70;55.64;76.31;63.99
23/12/2023 13:24:30;233.49;237.52;235.91;235.64;407.50;409.52;406.96;32.59;15.71;22.10;13.90;30.09;15.66;21.72;8.50;0.04;4.17;0.95;1.00;0.98;0.98;7.28;3.70;5.05;16.02;2.37;0.03;0.98;3.37;7.67;3.73;5.20;16.50;3.54;4.41;3.70;55.64;76.31;63.99
23/12/2023 13:24:40;233.49;237.52;235.91;235.64;407.50;409.52;406.96;32.59;15.71;22.10;13.90;30.09;15.66;21.72;8.50;0.05;4.18;0.96;1.00;0.98;0.98;6.98;3.69;5.05;15.70;1.98;0.02;0.97;2.96;7.31;4.02;5.21;16.87;3.58;4.41;3.70;56.33;72.51;63.96
23/12/2023 13:24:50;233.72;237.33;235.68;235.47;407.44;409.27;406.64;37.02;21.39;33.61;14.04;42.78;28.01;36.85;11.15;2.25;7.10;0.97;1.00;0.98;0.99;6.98;3.69;5.05;15.70;1.98;0.02;0.97;2.96;7.31;4.02;5.21;16.87;3.58;4.41;3.70;56.33;72.51;63.96
23/12/2023 13:25:00;233.72;237.33;235.68;235.47;407.44;409.27;406.64;37.02;21.39;33.61;14.04;42.78;28.01;36.85;11.15;2.25;7.10;0.97;1.00;0.98;0.99;7.18;3.82;5.25;16.25;1.96;0.03;1.02;3.01;7.60;3.95;5.48;16.95;3.54;4.36;3.66;56.58;75.83;63.51
23/12/2023 13:25:10;233.44;236.96;235.71;235.37;407.28;409.22;406.88;31.69;16.39;22.88;13.76;31.19;17.20;23.25;8.28;0.12;4.54;0.97;1.00;0.99;0.99;8.55;5.30;5.86;18.26;2.05;0.03;1.02;3.01;7.60;3.95;5.48;16.95;3.54;4.36;3.66;56.58;75.83;63.51
23/12/2023 13:25:20;233.44;236.96;235.71;235.37;407.28;409.22;406.88;31.69;16.39;22.88;13.76;31.19;17.20;23.25;8.28;0.12;4.54;0.97;1.00;0.99;0.99;8.55;5.30;5.86;18.26;2.05;0.05;1.03;3.00;7.80;4.18;5.66;17.49;3.49;4.33;3.58;57.81;72.76;61.46
23/12/2023 13:25:30;233.58;237.13;235.90;235.50;407.32;409.42;407.02;32.07;16.19;22.84;13.74;30.98;16.16;22.54;8.07;0.13;4.33;0.97;1.00;0.98;0.98;7.11;3.68;5.15;15.93;1.88;0.01;1.05;2.93;7.43;3.75;5.66;17.49;3.49;4.33;3.58;57.81;72.76;61.46
23/12/2023 13:25:40;233.58;237.13;235.90;235.50;407.32;409.42;407.02;32.07;16.19;22.84;13.74;30.98;16.16;22.54;8.07;0.13;4.33;0.97;1.00;0.98;0.98;7.11;3.68;5.15;15.93;1.88;0.01;1.05;2.93;7.43;3.75;5.34;16.44;3.56;4.44;3.73;57.23;75.19;63.43
23/12/2023 13:25:50;232.81;237.60;236.82;235.74;407.72;410.03;407.23;38.39;15.76;21.97;18.65;37.56;15.80;21.57;7.95;0.04;4.19;0.98;1.00;0.98;0.99;8.67;3.70;5.07;17.46;1.86;0.02;0.99;2.88;8.94;3.75;5.18;17.77;3.72;4.42;3.75;57.23;75.19;63.43
23/12/2023 13:26:00;232.96;237.60;236.82;235.74;407.72;410.03;407.23;38.39;15.76;21.97;18.65;37.56;15.80;21.57;7.95;0.04;4.19;0.98;1.00;0.98;0.99;8.67;3.70;5.07;17.46;1.86;0.02;0.99;2.88;8.94;3.75;5.18;17.77;3.72;4.42;3.75;47.08;76.10;64.77
23/12/2023 13:26:10;232.96;237.36;236.85;235.78;407.59;410.05;407.38;35.22;17.72;21.59;14.51;33.03;16.84;21.22;8.10;0.04;4.02;0.97;1.00;0.98;0.98;7.05;3.90;5.01;15.88;1.99;0.01;0.93;2.83;7.75;3.73;5.10;16.49;3.58;4.39;3.77;56.07;76.27;67.51
23/12/2023 13:26:20;233.69;237.35;236.32;235.78;407.68;410.05;407.38;35.22;17.72;21.59;14.51;33.03;16.84;21.22;8.10;0.04;4.02;0.97;1.00;0.98;0.98;7.05;3.90;5.01;15.88;1.99;0.01;0.93;2.83;7.75;3.73;5.10;16.49;3.58;4.39;3.77;56.07;76.27;67.51
23/12/2023 13:26:30;233.69;237.35;236.32;235.78;407.68;410.03;407.43;32.41;15.88;21.86;14.97;32.54;15.95;21.57;8.04;0.10;4.13;0.97;1.00;0.98;0.99;7.38;4.30;5.56;17.55;1.92;0.07;1.04;3.14;7.95;4.31;5.67;17.86;3.53;4.25;3.64;56.02;9.36;69.42
23/12/2023 13:26:40;233.43;236.82;236.33;235.52;406.94;409.38;406.79;30.79;15.83;21.86;14.97;32.54;15.95;21.57;8.04;0.10;4.13;0.97;1.00;0.98;0.99;7.38;4.30;5.56;17.55;1.92;0.07;1.04;3.14;7.95;4.31;5.67;17.86;3.53;4.25;3.64;56.02;9.36;69.42
23/12/2023 13:26:50;233.43;236.82;236.33;235.52;406.94;409.38;406.79;30.79;15.83;20.93;12.47;30.12;15.95;20.61;6.88;0.09;4.23;0.97;1.00;0.98;0.99;6.93;3.70;4.83;15.45;1.63;0.01;0.97;2.84;8.42;3.77;5.00;16.94;3.57;4.43;3.78;58.08;76.48;70.22
23/12/2023 13:27:00;232.86;236.65;235.96;235.04;406.41;408.90;406.36;30.77;15.72;20.29;12.92;29.98;15.42;20.12;7.07;0.09;4.23;0.97;1.00;0.98;0.99;6.93;3.70;4.83;15.45;1.63;0.01;0.97;2.84;8.42;3.77;5.00;16.94;3.57;4.43;3.78;58.08;76.48;70.22
23/12/2023 13:27:10;232.86;236.65;235.96;235.04;406.41;408.90;406.36;30.77;15.72;20.29;12.92;29.98;15.42;20.12;7.07;-0.13;3.52;0.98;-1.00;0.99;0.99;7.79;3.86;4.91;16.56;1.63;-0.01;0.82;2.45;7.25;3.88;5.03;15.82;3.66;4.45;3.71;58.61;76.18;68.34
23/12/2023 13:27:20;232.64;236.04;235.51;234.66;405.83;407.99;405.52;30.65;15.42;25.98;15.38;29.90;15.33;25.56;6.93;-0.12;3.36;0.97;-1.00;0.99;0.99;7.79;3.86;4.91;16.56;1.63;-0.01;0.82;2.45;7.25;3.88;5.03;15.82;3.66;4.45;3.71;58.61;76.18;68.34
23/12/2023 13:27:30;232.64;236.04;235.51;234.66;405.83;407.99;405.52;30.65;15.42;25.98;15.38;29.90;15.33;25.56;6.93;-0.12;3.36;0.97;-1.00;0.99;0.99;8.29;3.58;5.93;17.61;1.57;-0.03;0.80;2.36;7.14;3.64;6.04;16.76;3.63;4.44;3.72;57.58;79.41;54.49
23/12/2023 13:27:40;232.28;236.35;234.48;234.38;405.50;407.31;404.70;30.57;15.50;22.41;13.58;30.27;15.60;20.79;7.01;0.13;3.53;0.98;1.00;0.99;0.99;7.85;3.94;5.07;16.86;1.57;-0.03;0.80;2.36;7.14;3.64;6.04;16.76;3.63;4.44;3.72;57.58;79.41;54.49
23/12/2023 13:27:50;232.28;236.35;234.48;234.38;405.50;407.31;404.70;30.57;15.50;22.41;13.58;30.27;15.60;20.79;7.01;0.13;3.53;0.98;1.00;0.99;0.99;7.85;3.94;5.07;16.86;1.76;0.12;0.84;2.95;8.32;4.79;6.36;17.30;3.73;4.32;3.63;59.06;9.74;58.54
23/12/2023 13:28:00;231.74;235.61;233.10;233.43;404.12;405.90;402.94;45.30;30.55;33.71;12.61;44.70;30.69;34.61;9.24;1.47;5.25;0.98;1.00;0.99;0.99;9.76;6.85;7.27;23.95;2.32;0.33;1.23;3.70;8.32;4.79;6.36;17.30;3.73;4.32;3.63;59.06;9.74;58.54
23/12/2023 13:28:10;231.74;235.61;233.10;233.43;404.12;405.90;402.94;45.30;30.55;33.71;12.61;44.70;30.69;34.61;9.24;1.47;5.25;0.98;1.00;0.99;0.99;9.76;6.85;7.27;23.95;2.32;0.33;1.23;3.70;10.89;6.84;7.46;24.80;3.57;4.28;3.60;58.09;60.79;60.12
23/12/2023 13:28:20;231.94;235.59;233.81;233.80;404.82;406.90;404.19;38.17;15.45;22.11;13.05;30.31;16.97;23.09;6.73;0.09;3.85;0.98;1.00;0.99;0.99;6.97;3.67;5.05;15.80;1.69;0.03;0.89;2.89;8.44;3.72;5.21;17.39;3.56;4.28;3.60;58.09;60.79;60.12
23/12/2023 13:28:30;231.94;235.59;233.81;233.80;404.82;406.90;404.19;38.17;15.45;22.11;13.05;30.31;16.97;23.09;6.73;0.09;3.85;0.98;1.00;0.99;0.99;6.97;3.67;5.05;15.80;1.69;0.03;0.89;2.89;8.44;3.72;5.21;17.39;3.56;4.41;3.70;57.02;75.74;63.61
23/12/2023 13:28:40;232.56;236.04;235.13;234.44;405.45;407.70;405.11;36.01;15.63;21.96;17.55;36.16;15.52;21.70;6.65;0.04;3.72;0.98;1.00;0.99;0.99;8.31;3.63;5.05;16.99;1.53;0.01;0.88;2.41;8.57;3.66;5.44;17.63;3.58;4.42;3.67;51.48;78.30;56.94
23/12/2023 13:28:50;232.56;235.88;235.18;234.44;405.45;407.70;405.11;36.01;15.63;21.96;17.55;36.16;15.52;21.70;6.65;0.04;3.72;0.98;1.00;0.99;0.99;8.31;3.63;5.05;16.99;1.53;0.01;0.88;2.41;8.57;3.66;5.44;17.63;3.58;4.42;3.67;51.48;78.30;56.94
23/12/2023 13:29:00;232.56;235.88;235.18;234.54;405.46;407.80;405.20;30.71;16.07;21.74;12.28;29.99;16.17;21.44;6.77;0.01;3.81;0.97;1.00;0.98;0.99;8.26;3.78;5.01;16.71;1.54;0.02;0.88;2.45;7.14;3.82;5.09;15.99;3.59;4.43;3.63;56.10;71.42;64.75
23/12/2023 13:29:10;232.17;235.37;235.17;234.34;405.13;407.27;404.79;32.37;16.07;21.74;12.28;29.99;16.17;21.44;6.77;0.01;3.81;0.97;1.00;0.98;0.99;8.26;3.78;5.01;16.71;1.54;0.02;0.88;2.45;7.14;3.82;5.09;15.99;3.59;4.43;3.63;56.10;71.42;64.75
23/12/2023 13:29:20;232.17;235.37;235.17;234.34;405.13;407.27;404.79;32.37;17.86;21.74;15.88;36.14;17.48;21.30;6.69;0.25;3.84;0.98;1.00;0.98;0.99;7.84;4.12;4.97;16.92;1.55;0.09;0.90;2.54;7.64;4.24;5.11;16.45;3.65;4.36;3.64;56.53;64.08;63.92
23/12/2023 13:29:30;232.46;235.22;234.87;234.18;404.62;407.08;404.45;34.88;19.28;22.08;13.21;35.20;20.80;21.95;6.69;0.25;3.84;0.98;1.00;0.98;0.99;7.84;4.12;4.97;16.92;1.55;0.09;0.90;2.54;7.64;4.24;5.11;16.45;3.65;4.36;3.64;56.53;64.08;63.92
23/12/2023 13:29:40;232.17;235.22;234.87;234.18;404.62;407.08;404.45;34.88;19.28;22.08;13.21;35.20;20.80;21.95;6.36;-0.44;3.92;0.98;-1.00;0.99;0.99;7.57;5.12;5.46;18.08;1.56;-0.09;0.92;2.30;7.23;4.69;5.22;17.23;3.75;4.27;3.64;58.08;56.61;62.86
23/12/2023 13:29:50;232.17;235.02;234.67;233.95;404.52;406.80;404.11;31.10;19.09;22.06;9.71;30.74;19.02;21.77;7.55;-0.44;3.95;0.97;-1.00;0.99;0.99;7.57;5.12;5.46;18.08;1.56;-0.09;0.92;2.30;7.23;4.69;5.22;17.23;3.75;4.27;3.64;58.08;56.61;62.86
23/12/2023 13:30:00;232.17;235.02;234.67;233.95;404.52;406.80;404.11;31.10;19.09;22.06;9.71;30.74;19.02;21.77;7.55;-0.44;3.95;0.97;-1.00;0.98;0.99;8.22;4.47;5.09;17.94;1.47;-0.11;0.93;2.29;8.57;4.48;5.23;18.26;3.51;4.26;3.60;47.30;60.70;62.63
23/12/2023 13:30:10;232.35;234.84;234.61;233.93;404.38;406.74;404.45;30.85;19.77;22.13;9.11;30.25;19.85;21.95;6.78;-0.47;3.60;0.98;-1.00;0.99;0.99;6.93;4.66;5.08;17.94;1.47;-0.11;0.93;2.29;8.57;4.48;5.23;18.26;3.51;4.26;3.60;47.30;60.70;62.63
23/12/2023 13:30:20;232.35;234.84;234.61;233.93;404.38;406.74;404.45;30.85;19.77;22.13;9.11;30.25;19.85;21.95;6.78;-0.47;3.60;0.98;-1.00;0.99;0.99;6.93;4.66;5.08;16.99;1.56;-0.09;0.88;2.36;7.52;5.10;6.15;20.23;3.49;4.21;3.58;46.61;165.01;43.89
23/12/2023 13:30:30;232.01;234.20;233.65;233.32;403.55;405.56;403.51;40.53;30.36;31.38;8.43;39.72;30.36;30.89;8.74;0.60;5.01;0.98;1.00;0.99;0.99;9.07;6.96;7.11;23.14;2.02;0.15;1.14;3.30;7.52;5.10;6.15;20.23;3.49;4.21;3.58;46.61;165.01;43.89
23/12/2023 13:30:40;232.01;234.20;233.65;233.32;403.55;405.56;403.51;40.53;30.36;31.38;8.43;39.72;30.36;30.89;8.74;0.60;5.01;0.98;1.00;0.99;0.99;9.07;6.96;7.11;23.14;2.02;0.15;1.14;3.30;9.22;6.91;7.10;23.15;3.57;4.18;3.55;58.77;53.20;58.35
